service_id,service_type,service_date,notes,pet_id,staff_id
83fdedcb-0d06-4320-b06e-1951dbb6b1a5,bathing,2020-01-06 00:00:00+07,Check for ticks or fleas during grooming,d6b84fb3-28eb-4e65-896b-d086fef6506b,ab5db6a6-a808-4948-9d58-9768db0fc32f
e25300ae-613d-445f-a649-c45f9b165943,nail_trim,2001-08-31 00:00:00+07,Do not bathe if skin is irritated,5e72b0e4-04a9-46e0-8df3-19e11a08b745,43c4431c-e919-4d11-82e8-74e354761952
cc03a392-ed72-4bcf-9f63-f4416bb811ad,grooming,2024-08-24 00:00:00+07,Check for ticks or fleas during grooming,bfeb2221-9c64-4565-8d41-e875ff2f1fa4,e844c362-bc62-430b-9bc0-4f818eef866a
cda511af-14d0-401a-99be-eb7b399136f7,dental_cleaning,2017-07-24 00:00:00+07,Use calming spray before grooming,bf2efc5e-10a4-4754-8d90-307d4fb36211,6ee9f494-b192-4be5-a671-f47866777a74
ed39756e-8c7b-490f-858d-54f740234c34,haircut,2024-08-28 00:00:00+07,Special care for coat,b2e4da60-9a59-465f-b9d8-ba7567589194,acafc289-d4eb-4e89-a6fa-907b89ba74fd
45491a24-e435-4d5e-8d2e-aaf7cfc97817,dental_cleaning,2008-08-07 00:00:00+07,Use pet-safe grooming products,8ce41e64-d7f1-4b5c-bd97-a299e6e0d202,5c5025c2-8b1c-43c7-ab57-1b686817c021
162dc273-a270-4a98-b4a0-ef9a92f6a116,bathing,2001-04-01 00:00:00+07,Brush thoroughly before service,bc4e8803-d22a-4c91-b29e-a6d2f47bfa8f,e4148937-626c-4053-9e9e-df25343e0bb9
0f282ac7-cef0-4897-8eea-212b7d96bdaf,grooming,2004-09-05 00:00:00+07,Grooming may take longer due to pet's temperament,ee89b3bd-5785-4056-9167-aca82823f943,b1b11210-6b4f-4632-ab7c-f37db90d09f8
6929a5d5-3a18-4d33-86d0-c780b5e1c561,dental_cleaning,2004-11-10 00:00:00+07,Use calming spray before grooming,d11793f1-c4a3-4f4b-b89b-1d4ec5196980,b01e6877-4437-4dbe-9ec7-8100d13cbee7
ec36ca46-fdc4-4c91-971f-2e7f75c02e16,dental_cleaning,2006-08-19 00:00:00+07,Nail trimming should be done carefully to avoid injury,621344eb-f52c-4402-8160-fe984dd8736b,f631237c-8a08-4b8a-a368-8a4233404dd6
c8cb7246-8b02-42c9-95c6-56d9f495b3d8,dental_cleaning,2006-10-15 00:00:00+07,Avoid using strong shampoos,e4ebe071-6b1b-439b-9b61-7f6f6ec4addb,0a072ed0-8644-4e9b-9642-eac56eb9be23
9e74611b-ffa1-4d59-90f2-dfce28afaf7a,haircut,2016-06-12 00:00:00+07,Do not bathe if skin is irritated,5d3d5f77-389b-4a6a-b003-6761e259877c,6f671115-16aa-4ad8-9036-bd8dea75fb95
5445fa40-252d-481e-801c-8f7214ce9dce,grooming,2020-11-04 00:00:00+07,Check for parasites before grooming,1e08ff63-aa08-4a61-aa0b-bb7f6e3679f3,f4e0ba35-e6eb-4047-818d-c55fb84eba0b
a2ecc6c1-92fc-4024-935b-7eee7578fdaf,bathing,2007-05-23 00:00:00+07,Brush thoroughly before service,4fb4dd1a-92d7-4d4c-90ab-656b73b32b38,a1cd9473-6617-44f4-862e-05eebcc0a439
685e9199-cfd1-48e3-a650-685351fd37aa,dental_cleaning,2002-08-02 00:00:00+07,Grooming may take longer due to pet's temperament,7d895ca3-33d3-4f00-9cf9-81b52615fbc4,7d5c62ab-dcb8-4dd1-8de9-12c0787c4367
01667a03-7652-411a-b133-e95ce634842b,haircut,2006-04-20 00:00:00+07,Use moisturizing conditioner,cba3088a-064c-4261-82d2-0c2719d3b33a,6f08563a-f27f-4ce3-af0c-982f1f18d4f9
824d8930-2cd5-4a58-9492-f4f9afbd24bd,haircut,2005-08-23 00:00:00+07,Grooming may take longer due to pet's temperament,8f242f5c-c178-44c4-92cc-df30cddf8472,a9154f06-e973-4529-bcf3-fc7733cc28f7
52349231-5dbd-4d65-a4e9-39ec97d7ae2b,bathing,2000-09-25 00:00:00+07,Do not bathe if skin is irritated,5459b827-e3c8-4a36-9585-3771c7aec747,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
39f08e45-97c7-4132-84c0-e12c017864b8,nail_trim,2018-06-13 00:00:00+07,Use moisturizing conditioner,e4ebe071-6b1b-439b-9b61-7f6f6ec4addb,dd38f3c5-c57d-4b6e-88e7-627db081ffa9
82accbfc-25ed-48d2-951b-398652bfb21a,nail_trim,2011-10-12 00:00:00+07,Avoid using strong shampoos,2d967b16-4415-47c2-8bd1-4dd6c6353df8,5c642651-6e83-4014-9788-82665cb2620d
86540b9c-52d8-44e2-867d-d3e8527af95b,nail_trim,2024-10-06 00:00:00+07,Follow up after 2 days to ensure comfort,caf82e82-ed24-4545-83d9-e2fe0d32a200,5e7a318c-92b3-4796-8436-311a8fd9a466
fb817bb7-c4a5-41f2-83d4-e4a0d4f6f36f,dental_cleaning,2001-03-26 00:00:00+07,Maintain gentle temperature for bath,3dc40ec9-7a61-45ab-81ac-bb1949648822,74a63dc4-b751-47a6-bd4a-b88d15949325
a16341d0-ada1-4038-9f6b-4d0dd5933107,nail_trim,2001-11-01 00:00:00+07,Follow up after 2 days to ensure comfort,e6af1acf-679d-416b-906e-3e103c7f2e53,d31e1b88-beeb-42eb-abdb-08c4316c61b6
bcec578d-a045-428d-ba3c-1c10e418e961,nail_trim,2007-07-24 00:00:00+07,Special care for coat,d57ce81b-0815-4149-bc93-6a636bceb738,957a5eaf-f85e-406d-b864-44455a6c92dc
230c0b0d-3890-4cad-aa24-8096e9caa25f,nail_trim,2000-12-11 00:00:00+07,Maintain gentle temperature for bath,1d687154-c546-41ce-b504-b394237fd8c3,5c642651-6e83-4014-9788-82665cb2620d
b996981f-3107-4b08-ba70-c4dab8b12455,nail_trim,2007-07-23 00:00:00+07,Use soft brush for sensitive skin,db5393fd-3226-41f0-9487-690c9ecf39ef,508d26b7-1d68-43c2-b124-6bf3ca0a9f98
e3bebc05-fcc2-45fa-8f3d-d326085b0a65,haircut,2024-11-22 00:00:00+07,Use only natural products,02f13063-8cef-412e-b562-30084a731528,4f21b0a5-d33b-4de6-9ced-d8866f7c8539
d04bfe9b-4821-45c1-958d-a02dcac9f0b6,bathing,2020-03-10 00:00:00+07,Do not trim nails,e1d846ed-16af-42a9-aa64-32d2a66ed597,dab552dd-9544-48ef-9438-a9def7ca4f13
bad4147a-f9b9-4ea3-88a9-3b2dab3b3eb5,nail_trim,2021-07-07 00:00:00+07,Nail trimming should be done carefully to avoid injury,03b295af-a0ba-4501-a612-4b2d8a217511,bacb6ea8-4cc2-470b-a0df-7ba914009094
2f00be08-2fb8-4d1c-b728-64e11c1cf4a5,dental_cleaning,2000-12-09 00:00:00+07,Use soft brush for sensitive skin,c22a2045-d2dd-4c26-b879-33c0387e64f3,97db9295-e740-4097-a2a8-562d830d0291
ec490834-6dc5-4e53-a7ef-867388e3f029,nail_trim,2011-05-29 00:00:00+07,Follow up after 2 days to ensure comfort,d055c564-7f3e-4e38-9f39-e40d191dfa7d,0a072ed0-8644-4e9b-9642-eac56eb9be23
959508ea-ab51-43c2-873c-3e585a5fdc11,dental_cleaning,2024-09-01 00:00:00+07,Follow up after 2 days to ensure comfort,8da930e2-f1c4-4eba-bc3d-87da6daf5661,a9154f06-e973-4529-bcf3-fc7733cc28f7
bace7158-5e94-4601-bd64-96099a38af11,dental_cleaning,2010-04-18 00:00:00+07,Avoid using strong shampoos,eaa81121-3ad8-4e8a-a9d1-6b776b93276c,17baa183-d4c9-4ff8-9720-4242540e2095
8e649400-6cf9-4b42-9f1b-a5dce980a5ec,nail_trim,2013-04-07 00:00:00+07,Follow up after 2 days to ensure comfort,4233e4a9-b200-4998-8d8e-1f9390ce35b0,6b61a540-14b2-4563-a68e-46122fe66488
46404365-81dc-41f1-846f-ddc6b8f12c30,dental_cleaning,2024-05-30 00:00:00+07,Follow up after 2 days to ensure comfort,364882e5-8f87-463c-9c8f-e9a47678c97d,5c642651-6e83-4014-9788-82665cb2620d
b47ef997-6ba2-4865-9f9b-a03af659e5cd,nail_trim,2005-03-12 00:00:00+07,Nail trimming should be done carefully to avoid injury,a16e75a2-5a08-4b1b-91f1-892a5cd3a1e9,33c4428c-6710-43f6-b9d5-05745b2e97e0
1bb2384a-a7a0-4ba9-8006-9adb3c16f480,nail_trim,2014-10-09 00:00:00+07,Check for ticks or fleas during grooming,a1d464d3-79b0-484e-8213-179f4a621adf,157cea7b-93f6-4484-8c7c-3b8dd2488616
60a553c2-4f9b-48b9-b546-c12d9359f4dd,haircut,2013-05-13 00:00:00+07,Sensitive to certain fragrances,a95936c5-6d60-4c2b-88ab-89eab4fc8a5e,7d5c62ab-dcb8-4dd1-8de9-12c0787c4367
c0552c54-76e0-494c-a905-b6af5051e4ea,nail_trim,2006-05-06 00:00:00+07,Do not trim nails,a6e5b3a8-6c42-4cbb-b715-2cbcbe678151,903c2b5f-e3ea-499b-bb3b-0b0119fe8b0d
31a5b888-5410-4b9a-a4c5-e0d8877fb51c,grooming,2000-07-07 00:00:00+07,Use soft brush for sensitive skin,b1634ad1-24cd-4e3a-9340-24e14a77e375,8cda449c-acc1-47a6-9fa0-661db32b0ee8
9398210f-c204-496b-be22-160464f5d40d,dental_cleaning,2014-11-06 00:00:00+07,Check for ticks or fleas during grooming,1570fb23-fc76-420f-bf9d-2b9ff9c9a21d,23ee3c69-ea03-450b-8523-16abc931ebc0
ac349c98-6cc0-4fb7-81ae-5bd2bcdf21e1,grooming,2021-03-15 00:00:00+07,Use soft brush for sensitive skin,a4772a62-5d00-4bf3-89df-895070c4e2a2,4cae8538-ecff-4cc6-a8cc-cd89f1e6c8ca
ab0e1b5f-734c-40ec-a188-b27748a0599a,nail_trim,2008-06-08 00:00:00+07,Requires special treatment for matted fur,9fbab8d7-2a5e-44d2-ad66-86a632d0d413,86df1b87-0747-4748-8bf7-17dd9c4c13fc
1d4c7096-2b42-4459-8a2e-8bcf5feace69,dental_cleaning,2001-05-04 00:00:00+07,Special care for coat,ee1da083-9ca9-4fc5-a497-21339b9df3bf,54659c5b-01e5-4fed-a960-88e75d563c52
46f1a6bb-f69d-496e-8d83-63e47b48edbf,grooming,2004-02-19 00:00:00+07,Check for ticks or fleas during grooming,fe220202-945f-4176-b3e2-8a1f7db747b1,0211b722-86d3-40b2-afbc-84e904f09f4e
77370869-c83c-4a69-96a8-8da9efccaf12,dental_cleaning,2013-08-01 00:00:00+07,Use only natural products,bd4d7f07-8273-4c6e-9bdb-ad68eaee5e7e,077a90f8-ebb6-492c-9c71-0930e8856a36
5426803c-b371-4a71-a5df-ca20b2eb135b,grooming,2001-08-29 00:00:00+07,Requires special treatment for matted fur,f217d766-f029-4018-8140-90d34c7b1a74,0b5f28ce-e11a-4589-aa3d-b49b50d329c2
d3227383-c93d-44c5-911f-d069ba106b7f,nail_trim,2012-09-29 00:00:00+07,Check for ticks or fleas during grooming,ca54ac2b-b401-423b-8375-6373894365d4,c3fe3fdb-cea2-4a62-be78-4c10714d61c8
297e2ec5-dfb1-4da0-a1ae-044692330efb,bathing,2023-03-15 00:00:00+07,Grooming needs to be done regularly for healthy coat,e19d1c10-6f10-4dc7-9547-defb623993eb,9f072d7e-2ae1-4992-a02b-3eb96c2c338e
8b6120b8-cb34-498b-aa42-8761af6f6a41,nail_trim,2005-08-31 00:00:00+07,Light trimming only,d282b561-29c5-40f1-aaa8-23caea6252ce,0211b722-86d3-40b2-afbc-84e904f09f4e
a4f01bd1-73d7-4066-b383-7609cc2d3226,bathing,2017-08-09 00:00:00+07,Sensitive to certain fragrances,30ea381c-0eb2-409f-b40e-79ad9aa8c1e6,6ee9f494-b192-4be5-a671-f47866777a74
93e8d06d-754d-45da-b4c4-f1b461d798c9,grooming,2001-03-14 00:00:00+07,Requires special treatment for matted fur,b01bc21e-dacb-41d6-b36c-7ad15cc55ccb,2c5074b6-1bfb-49a3-bd51-85aae7f86ffd
ef340390-13fc-45df-b758-11beecac706e,dental_cleaning,2011-03-20 00:00:00+07,Sensitive to loud noises,015e45c3-df0f-4924-a81b-c64c779e4ee8,c4b787c3-cfab-490f-b8b5-81e862eecf83
e6fc8319-9594-41e4-bf0d-ca69d7a97dec,nail_trim,2006-09-30 00:00:00+07,Light trimming only,ffb63a11-70e2-441a-b839-00bd81731e5d,c77d7d5e-3edf-4385-a623-eb6755c5637f
d4d53f25-b567-4283-8fef-e5a86c7537ef,haircut,2017-10-29 00:00:00+07,Follow up after 2 days to ensure comfort,cdb54622-9949-4ff3-a811-d54d8f91f8bd,eb6f2b61-b3f7-427e-bb7e-a932ad0355ac
263bf341-57d7-4ac2-b343-1f3d2d08f42f,haircut,2016-04-17 00:00:00+07,Nail trimming should be done carefully to avoid injury,22ab2c96-209c-4ac0-8d09-90453974c131,464699eb-0703-45d4-a294-b2c21e3de0e4
17455158-cf56-4423-ba0f-cb581c34521b,dental_cleaning,2006-05-28 00:00:00+07,Special care for elderly pet,74059941-117c-490e-b070-d4d88d33def8,96bff401-44b0-41bf-a8f7-be7984101ef7
288cc13d-c3b7-4d1e-a5a2-45632e957895,dental_cleaning,2008-06-27 00:00:00+07,Check for parasites before grooming,ff61e0ac-0a4f-4eb2-b45e-e35cd9c074b6,6e133ba4-95f8-4352-92c2-a29b7f509c4a
b9fddeba-88f7-467d-9a58-454e2f430654,haircut,2001-03-27 00:00:00+07,Needs a gentle grooming,049f8766-ad1b-4910-9891-be91c739fc78,993c6e15-a6ea-4bc9-bd58-64773ddb30f8
2cc88d95-146d-454b-9279-b3691f480d6f,dental_cleaning,2012-03-18 00:00:00+07,Use only natural products,ffadda56-6cab-4558-92a9-fc0e23ea20b8,2d93dcee-7b81-4aa2-94f0-c1ca4772c4f8
f992e05e-c8a8-41db-b3cd-5fff33a76fed,haircut,2002-03-07 00:00:00+07,Sensitive to certain fragrances,03aa1a49-12f4-4e5c-a13e-367e1ceace89,e4231f86-48ee-4219-bd63-ff9090eb6d6e
b97b5374-0795-4b98-a1eb-4ad6b777e346,dental_cleaning,2005-01-19 00:00:00+07,Prefer hypoallergenic products,936a7893-331b-4762-9b1d-17b0c39309d4,77f8434e-5ce3-4408-b567-f8574252c188
6c6306ed-8998-4079-8a7d-673177a756d6,haircut,2024-10-12 00:00:00+07,Requires special treatment for matted fur,9faffd0a-4636-457e-9298-be6b6de89f3c,c77d7d5e-3edf-4385-a623-eb6755c5637f
2d731ac9-9f9b-40cc-b907-9d0ccba88882,grooming,2007-11-23 00:00:00+07,Avoid using strong shampoos,2e6e18f4-6a77-461a-9a9b-5e53b4ed2012,534d5877-bacf-4e22-a22a-898589831cc1
d9a4d1e9-fdfa-4bd7-8563-6835b0982d3e,nail_trim,2013-10-17 00:00:00+07,Requires special treatment for matted fur,28646e6d-1e78-43b2-8484-4f52c1973426,caf6b969-eb23-400f-836e-41f9c55a0e4e
25a8ef52-7d40-4a7c-887f-561cdd971440,bathing,2001-12-07 00:00:00+07,Maintain gentle temperature for bath,2367d2fc-bdc1-4402-aab5-4e20e7af8274,e844c362-bc62-430b-9bc0-4f818eef866a
79c76be3-2913-446e-9db7-3a68822ad394,nail_trim,2015-02-14 00:00:00+07,Check for parasites before grooming,8ea2e63e-7f94-4a91-b6e8-59add5558d0f,120c31f0-f20e-4e69-a4ad-024f7cbc7518
0abe3ce9-c1b9-463b-ad66-9a5fc3d08967,haircut,2005-01-12 00:00:00+07,Follow up after 2 days to ensure comfort,2eaf0b8c-1cf0-46ba-80be-6bef77acc6da,dab552dd-9544-48ef-9438-a9def7ca4f13
cf7954ff-6272-4b02-87fe-fee24a710020,dental_cleaning,2020-10-08 00:00:00+07,Avoid using strong shampoos,e769e4f1-901f-4e22-8446-ef70e43b8be4,9f072d7e-2ae1-4992-a02b-3eb96c2c338e
e183f12d-0912-4041-aa3d-c947f25a39e4,nail_trim,2020-09-20 00:00:00+07,Do not bathe if skin is irritated,044fca10-b93d-4506-90e1-7b45da938dd7,b379e324-1b90-4a95-8983-4fed36413fb9
eae714b6-eba9-4fc4-8740-bb42d0c19db5,haircut,2018-03-24 00:00:00+07,Check for parasites before grooming,e8016f48-4fc2-441b-b2bc-3148e51534f0,c9640fd1-3aec-4cfc-b534-85beaaba08cb
e596ac4c-aaf5-474c-9b32-e9a31536e14b,nail_trim,2023-05-16 00:00:00+07,Nail trimming should be done carefully to avoid injury,1570fb23-fc76-420f-bf9d-2b9ff9c9a21d,f8d173cf-1ae4-4886-90ee-d3019db2162e
bab42a67-4d35-4aea-acc0-46d3390d7824,nail_trim,2007-01-25 00:00:00+07,Brush thoroughly before service,b9422c7a-f1b5-4423-9f5d-fe1bc4bdf3c9,7ecf7727-7970-47fb-a86b-72ba25d6f4c8
11ec1fdb-d39c-4b9e-88d0-20d57dee492d,bathing,2007-12-04 00:00:00+07,Do not trim nails,591df15c-7315-494a-89c6-45115057a79d,a9c5e2ec-1b94-40ad-8462-960f685889f1
722ba185-4ce7-4a38-8041-27d683143996,grooming,2009-04-11 00:00:00+07,Special care for elderly pet,6c1cc0b1-df56-4104-86e6-bd992115b0c1,81caaf0a-2f77-43df-bee1-25f5d1547615
e853223b-3f0d-42c0-967e-d6476f2a2bb1,haircut,2024-08-24 00:00:00+07,Use moisturizing conditioner,03d4e6dc-726a-407c-a44d-e11e49986076,1a8f0baa-4439-4a42-9fe4-f655b0c68c8b
035ded0d-c334-48b3-ba8d-d8d906138ebf,nail_trim,2022-03-30 00:00:00+07,Sensitive to loud noises,f753bb95-c45c-4ea4-a024-a14c0f5725f7,5718e850-a7b4-4973-8bc7-9024e8de7f1c
9bf1e3ad-d581-4940-8882-9f4ffa2d3a5b,haircut,2005-05-07 00:00:00+07,Check for parasites before grooming,98b80704-616e-434a-8f4e-391c54777521,e5532741-5577-422e-9105-28d7929467f5
60f55ac8-117e-4f35-ad6f-2881dbe60e45,bathing,2015-01-21 00:00:00+07,Use moisturizing conditioner,e9b60d39-cde2-46ba-bc22-b9fea4bd6213,957a5eaf-f85e-406d-b864-44455a6c92dc
e1f1bafc-8dac-4b34-ae98-9d8f4fbb6383,haircut,2024-03-29 00:00:00+07,Do not bathe if skin is irritated,911cc0d9-0418-4fec-89f4-bda98b877c77,acafc289-d4eb-4e89-a6fa-907b89ba74fd
8a96b230-de43-49cc-b322-65529d43b365,grooming,2000-10-14 00:00:00+07,Nail trimming should be done carefully to avoid injury,589bedb9-77a9-43b5-aaa2-82beaddd5687,2d93dcee-7b81-4aa2-94f0-c1ca4772c4f8
b443f5f1-bc6d-4b60-a279-9a3a730c850d,grooming,2016-12-22 00:00:00+07,Grooming needs to be done regularly for healthy coat,aac13d4b-c4e6-4fea-817a-d246f8a7ce84,f631237c-8a08-4b8a-a368-8a4233404dd6
91eb8e1b-c0b0-407f-95ba-92d9513bc680,nail_trim,2019-06-19 00:00:00+07,Sensitive to certain fragrances,88167653-c95d-4216-af1c-c80e04a3dd11,caddb1b9-c89b-4d08-b893-bccbd5d7e2e8
0432a884-ceac-413b-88d0-8c9d0340c4ae,haircut,2024-11-22 00:00:00+07,Check for parasites before grooming,3e44b13e-bf4b-4473-a32f-d67ba77ad64d,cf9d8bad-6337-4911-b05b-991c0cd2a52a
7f40a69e-6890-4809-8565-eccbba362a46,dental_cleaning,2013-02-21 00:00:00+07,Nail trimming should be done carefully to avoid injury,c22a2045-d2dd-4c26-b879-33c0387e64f3,0e87a3e7-2191-4089-92f8-3002cf1acd57
721de1bc-ecea-4165-8b43-dd87f3d785bc,grooming,2024-09-26 00:00:00+07,Requires special treatment for matted fur,9759651f-644a-46e3-9bea-d8b23f664599,8e4a4238-c039-46f0-93c0-68c688f7d6ef
1cdf390f-3ac2-4b74-9a5d-2a994dc47797,nail_trim,2023-12-29 00:00:00+07,Use soft brush for sensitive skin,ecb32ee0-b2b8-4137-a2f3-f2706b0cdaf7,903c2b5f-e3ea-499b-bb3b-0b0119fe8b0d
2c12bfc0-04e1-4f62-a3ca-662370fe99e0,haircut,2017-10-30 00:00:00+07,Grooming may take longer due to pet's temperament,ea61edeb-35c1-45cd-a852-42239e77c6d5,cac42993-c181-43e9-a21e-faa65a3ce402
f2d4a642-98fb-4918-a009-fb96a7c9cb40,bathing,2018-09-13 00:00:00+07,Needs a gentle grooming,d7563d0c-8609-46f2-9768-159aef549307,aef3b0db-6d52-4f5a-ba55-54f053a5f9df
f1c27c7b-02d7-4367-8058-aeb18d03370b,bathing,2014-06-26 00:00:00+07,Prefer hypoallergenic products,dcf4c8e1-be02-47dd-806d-5cffca82c698,6957b22d-260a-44b5-874d-a5d4d63f27e1
61e89622-2a01-4197-871f-50cfc61f82df,dental_cleaning,2003-02-15 00:00:00+07,Check for ticks or fleas during grooming,b729e684-907f-4c54-ac17-5ea91087b3d6,6f08563a-f27f-4ce3-af0c-982f1f18d4f9
ec8fb9ea-8a5c-4750-909c-b9fa409666cf,haircut,2019-09-03 00:00:00+07,Check for parasites before grooming,420e2947-6082-4b87-ad6a-0d6614eaf147,8fec7236-ae69-4cdc-8e32-be45be2ea437
731b2b88-b0d0-435d-880a-11a55086e32e,bathing,2018-03-12 00:00:00+07,Light trimming only,b01bc21e-dacb-41d6-b36c-7ad15cc55ccb,caf6b969-eb23-400f-836e-41f9c55a0e4e
382d78a2-a003-41df-b147-5d59c86c3cbf,haircut,2010-03-30 00:00:00+07,Check for ticks or fleas during grooming,2fdf006f-ebfe-4d1a-b6eb-546dfc47b9ac,bad92d22-dafc-4480-b866-716948d3011d
2964c848-9cc1-4615-984c-3a124a57b4e9,haircut,2014-10-21 00:00:00+07,Follow up after 2 days to ensure comfort,e1d45bb2-7558-4174-89f2-221a3e7fdccd,632f0415-ff55-4937-9a9c-4ebc4e370876
8a07a4cc-55d3-4d41-8af4-579a7cac95fe,bathing,2005-06-13 00:00:00+07,Grooming may take longer due to pet's temperament,de54da6c-ee4a-49f7-895e-97d666cf62b9,57b602e5-c2c9-4358-b15d-651412f69401
ecd96d63-fd65-4e8c-ab67-cdfa7eb58bdb,grooming,2012-01-31 00:00:00+07,Brush thoroughly before service,7a8ac8b1-f199-4298-baa6-436618728df9,c6abbc2c-7d04-4c0e-80e7-6a098f97b5f8
dfd72fc1-1df3-4319-97df-a7d38aeac8c5,dental_cleaning,2018-04-14 00:00:00+07,Check for parasites before grooming,9b1451dd-f07a-4125-8f43-12b845b38ac8,caddb1b9-c89b-4d08-b893-bccbd5d7e2e8
79631ac9-2c44-436e-a3ea-f6dae61ffe7b,grooming,2001-02-20 00:00:00+07,Use soft brush for sensitive skin,4fd24f65-2c91-4e41-b202-dd26e84804cf,acafc289-d4eb-4e89-a6fa-907b89ba74fd
06f17e35-451a-4eff-b796-e282e9d41b1a,dental_cleaning,2021-07-09 00:00:00+07,Use soft brush for sensitive skin,d7f5ebb8-4da7-46ca-81dc-02df51635999,c6abbc2c-7d04-4c0e-80e7-6a098f97b5f8
1ede90e6-8202-4d70-bb68-52f8669559d2,haircut,2023-03-15 00:00:00+07,Avoid water near ears,21f4819d-574f-4876-ba63-243fa86d1b1c,b269d019-21fc-4990-bd31-33fd8165458b
fce8345e-2537-4a5a-abd7-e92acaca12c8,bathing,2021-06-12 00:00:00+07,Use pet-safe grooming products,02f13063-8cef-412e-b562-30084a731528,19d9742c-f9ff-446f-958a-0fbe788bd943
c55a4f9a-680e-4454-abb6-e44f3b52333f,haircut,2018-11-25 00:00:00+07,Maintain gentle temperature for bath,fb3bb8fd-e409-4581-aeba-7ae0eb100b00,1c08946a-c7af-40ef-a6ff-d7e31e52fd24
79f494f6-20d0-437d-a080-93a377371288,nail_trim,2024-09-11 00:00:00+07,Use only natural products,22b8e0de-4a5c-4eae-b9b6-1741757243bd,83d8516d-c8f4-4b2a-a804-aeaf64784d76
58e64f2f-d540-4baf-9e30-bf7e980666c9,nail_trim,2024-03-08 00:00:00+07,Do not trim nails,c1219163-751a-4be0-a1f6-4ed9cdada29c,86df1b87-0747-4748-8bf7-17dd9c4c13fc
a448ccba-366f-409d-978a-721913ce8c24,haircut,2010-12-20 00:00:00+07,Follow up after 2 days to ensure comfort,bf2efc5e-10a4-4754-8d90-307d4fb36211,c9640fd1-3aec-4cfc-b534-85beaaba08cb
aa1de216-2e6e-40ad-aaf8-b96bef8d6213,grooming,2016-08-14 00:00:00+07,Use moisturizing conditioner,c3f3103d-4e38-443d-944f-da70938a93d9,92699c19-4f09-4cf1-9f70-f1fa69476481
f0e668e8-8d67-4797-a9ff-b30645bd70ed,haircut,2018-12-10 00:00:00+07,Use moisturizing conditioner,b1bc9f4d-c3c8-45bb-9c54-fd062797c9aa,83d8516d-c8f4-4b2a-a804-aeaf64784d76
c378f307-29cf-449d-a87b-092c12046da5,bathing,2007-09-17 00:00:00+07,Needs a gentle grooming,f2b480b4-2c14-4408-ad3d-4b482935ee02,43c4431c-e919-4d11-82e8-74e354761952
b2a0e8bc-1c5f-432a-9762-03f7a89b0403,haircut,2002-05-10 00:00:00+07,Use pet-safe grooming products,ebc29199-8075-4fcc-a0bd-011a19069ef9,dd38f3c5-c57d-4b6e-88e7-627db081ffa9
7466d0a4-19bd-4850-b42e-4f4a234ae947,dental_cleaning,2020-03-24 00:00:00+07,Avoid water near ears,e769e4f1-901f-4e22-8446-ef70e43b8be4,bb7d95ae-576a-4f6f-b81a-3e7fc9ae07ee
