appointment_id,pet_id,doctor_id,appointment_type,notes,status,created_at,updated_at,check_in,check_out
e21e7733-5b86-4e67-8bc5-9c1f03ff4a62,4bb3809a-5fd0-4abe-8ad9-2255b9f61b5c,1c83e052-3cde-4332-9b7c-ede6a5098ff4,beauty,Bring any previous test results or prescriptions,cancelled,2023-07-30 14:34:09.798378+07:00,2023-07-31 15:44:06.798378+07:00,2025-04-13 04:00:10.199863+07:00,2025-04-14 15:00:10.199863+07:00
e957ea32-2594-45cc-8ba5-bfca1e43a4ee,bb50416d-eabd-48c3-9784-913fb9f4f26a,4a845538-fa02-4876-a72a-6362160493fe,beauty,Bring a sample of urine/feces if requested,cancelled,2024-06-09 16:42:36.798378+07:00,2024-06-13 04:09:13.798378+07:00,2025-03-20 12:57:10.199863+07:00,2025-03-22 17:57:10.199863+07:00
9ffc673a-c45f-4e95-a355-aa2d3b18c32a,dfbe6f4f-1a2d-4f2f-9cba-d494fdb1d75e,d2f12571-b206-4b77-a85c-5a887bc11300,beauty,Special care instructions provided,completed,2024-11-06 21:24:38.798378+07:00,2024-11-07 02:43:22.798378+07:00,2025-03-28 16:46:10.199863+07:00,2025-03-31 02:46:10.199863+07:00
a8795490-b2e7-4a05-a63c-0f9d9e79c8c8,6d49da75-86c9-4cd3-859d-2db04ffce7c7,75139bb8-d800-42c7-9545-c9d3cfa628c1,hotel,Do not bathe pet before the appointment,cancelled,2023-09-01 16:16:12.798378+07:00,2023-09-07 19:25:09.798378+07:00,2025-04-20 19:09:10.199863+07:00,2025-04-21 23:09:10.199863+07:00
26767469-bf30-40b6-b14a-036076285885,e19d1c10-6f10-4dc7-9547-defb623993eb,de52a307-8248-4c00-977c-f4160d9cd3e8,hotel,Avoid stress for pet before the visit,completed,2023-12-17 21:38:17.798378+07:00,2023-12-18 22:07:43.798378+07:00,2025-03-24 14:41:10.199863+07:00,2025-03-30 01:41:10.199863+07:00
aac83b6d-1482-412e-aac7-57bfaa389cd7,f71c5e15-766c-46dc-b3ac-1414357ad421,97230189-175a-4da4-8a7c-49397292c68b,hotel,Ensure pet is up-to-date on vaccinations,cancelled,2024-04-01 19:46:54.798378+07:00,2024-04-06 04:22:05.798378+07:00,2025-04-27 01:43:10.199863+07:00,2025-05-01 11:43:10.199863+07:00
1c8c2a5b-4913-4943-a5cf-2d6d0c60a205,9050a535-b2b8-4123-8dcd-fa6ff3e9a643,1c42e31c-c28b-4345-8116-39641c629011,medical,Wear a cone if recently treated,cancelled,2023-07-13 21:06:57.798378+07:00,2023-07-17 04:13:08.798378+07:00,2025-05-21 09:08:10.199863+07:00,2025-05-25 10:08:10.199863+07:00
782e9135-f783-4c71-8e2e-bd0d3ee2b0c3,38850284-41ea-46d2-894c-782062b7d302,673dc36e-f276-4e88-8c62-bca1dcf32ea1,beauty,,confirmed,2024-01-10 15:44:36.798378+07:00,2024-01-14 01:46:07.798378+07:00,2025-04-14 19:48:10.199863+07:00,2025-04-18 03:48:10.199863+07:00
194663f7-b6a3-4afc-a1dd-e6a4e43ac214,7e2d3690-938c-4be4-9151-7041c6285692,b894e284-d6ea-487f-a6b8-a77c33ade36d,beauty,Avoid feeding pet 4 hours prior,completed,2023-07-13 07:41:27.798378+07:00,2023-07-15 10:59:02.798378+07:00,2025-04-22 06:07:10.199863+07:00,2025-04-27 10:07:10.199863+07:00
34146c4f-24d7-43a9-80b5-4600d1c3c249,6d621100-d89c-40f2-b0ed-572f4b197d73,ea3e2dde-50c4-4441-ad45-fbc007839840,medical,,confirmed,2023-09-15 19:23:24.798378+07:00,2023-09-23 21:45:11.798378+07:00,2025-05-11 19:13:10.199863+07:00,2025-05-17 03:13:10.199863+07:00
c46d64dd-526e-4cdb-8484-7af590b71eba,cfd60a83-bc95-4914-979b-ac0ec932e2d7,0f10e7c0-877b-45c0-bd18-4d9efdd46061,beauty,Wear comfortable clothing for handling pet,pending,2025-02-12 00:01:51.798378+07:00,2025-02-16 11:09:52.798378+07:00,2025-04-14 23:20:10.199863+07:00,2025-04-17 02:20:10.199863+07:00
2b371565-8796-4e52-be27-71b891958b63,90f8ec11-9327-43a6-bd2e-417933bbac44,80ba6dea-0188-4dcd-b625-2a6960147fca,medical,Let the vet know if pet is pregnant,pending,2024-05-16 12:14:02.798378+07:00,2024-05-16 23:12:06.798378+07:00,2025-05-01 19:51:10.199863+07:00,2025-05-04 04:51:10.199863+07:00
32d6222d-926f-4c80-8cc3-2a8766a0c53b,ddb17a4f-6a92-4d5e-a6ba-6967602d1056,2b504649-8c6f-44f3-8d5e-d2f45d47deab,hotel,Pet may need to stay for observation after appointment,cancelled,2024-05-29 22:58:54.798378+07:00,2024-05-31 23:14:16.798378+07:00,2025-04-20 14:30:10.199863+07:00,2025-04-22 23:30:10.199863+07:00
bd648f30-d8b5-45c1-b51d-61301d1a7cad,bceab4ff-8d8c-4658-bdcc-4640b9604f0a,f43409fc-6e08-4b76-822a-b1f151010f5b,medical,Avoid stress for pet before the visit,cancelled,2023-12-23 11:55:52.798378+07:00,2023-12-29 17:24:05.798378+07:00,2025-03-18 02:48:10.199863+07:00,2025-03-22 06:48:10.199863+07:00
377b38be-fa2e-4949-9d60-0e79fd1bb5ba,857c7a84-2fed-453c-8705-8d6232a57c9c,bc34e8da-60d8-4f6d-9d4f-de73f99c77d1,medical,,completed,2025-01-18 08:04:16.798378+07:00,2025-01-24 12:47:33.798378+07:00,2025-05-04 04:47:10.199863+07:00,2025-05-09 08:47:10.199863+07:00
f40c5d84-f2a6-491f-8856-457e37538c63,79d6ca70-eaa8-42cc-9324-8ede7331f90d,214b2ba1-82ec-4777-9c73-11930c64b1f3,medical,,confirmed,2024-06-05 20:19:13.798378+07:00,2024-06-13 06:23:40.798378+07:00,2025-05-02 07:20:10.199863+07:00,2025-05-06 13:20:10.199863+07:00
ca08c26a-304e-4ae7-92c3-c22900498a90,e1bb2eee-c42e-41d2-a7b8-e05b8bb9ede3,a6f6dd2c-f01e-4d4d-9298-3621e9ab1176,beauty,,cancelled,2024-09-26 01:45:54.798378+07:00,2024-09-27 04:46:16.798378+07:00,2025-04-13 23:40:10.199863+07:00,2025-04-18 08:40:10.199863+07:00
f9f54aee-bc09-421d-a609-98fa0224d17e,8dcd586e-2bd1-4eef-b071-0c0c93feb1e6,9ee0535d-01e8-499d-ad87-ac1f07201d3a,beauty,,confirmed,2024-05-29 00:19:18.798378+07:00,2024-06-02 07:12:54.798378+07:00,2025-03-22 16:46:10.199863+07:00,2025-03-25 01:46:10.199863+07:00
ac09d6f9-4541-40ee-9e4e-f8067a235f2d,2bc9bc12-1648-4c74-8c93-5b3c15e19f3e,116ba9dc-4554-45e0-855e-07a6a7f55ff5,beauty,,completed,2024-12-27 12:46:45.798378+07:00,2025-01-02 12:49:19.798378+07:00,2025-03-13 08:10:10.199863+07:00,2025-03-16 17:10:10.199863+07:00
c35941bb-25ed-4b10-9597-4b2d68948537,e3672997-91b1-4afe-b91f-376e964551d1,2d2e7bc3-4e4c-4dc8-b980-29cd50541ba8,hotel,Pet may need to stay for observation after appointment,cancelled,2023-09-20 02:28:22.798378+07:00,2023-09-23 12:43:22.798378+07:00,2025-05-11 13:50:10.199863+07:00,2025-05-13 17:50:10.199863+07:00
eb2f395a-466a-43bb-8e25-245c66bd600c,1ca2e84a-f2d8-4c37-b6db-69a6f24365d8,49b2f9ba-653b-442b-a78c-6e695e5bb98a,beauty,Bring any previous test results or prescriptions,cancelled,2025-02-26 21:24:33.798378+07:00,2025-03-01 07:16:09.798378+07:00,2025-03-31 08:41:10.199863+07:00,2025-04-03 10:41:10.199863+07:00
bbc3b832-2dd9-46b8-8f03-07911c9fd8ab,03aa1a49-12f4-4e5c-a13e-367e1ceace89,df66b46d-76b3-4966-962f-d90b54965ac7,beauty,Pet should be calm before the visit,confirmed,2025-03-19 03:28:54.798378+07:00,2025-03-24 09:59:53.798378+07:00,2025-04-23 15:11:10.199863+07:00,2025-04-25 02:11:10.199863+07:00
56e24051-cfab-4a8c-9cd0-62c893b493f3,1c84f6cd-4028-4ff6-b458-115fe66cf7e1,9224d36c-02f0-4bbf-ba4e-534de88ecbc4,beauty,,completed,2024-05-11 19:23:19.798378+07:00,2024-05-12 03:29:37.798378+07:00,2025-03-30 03:20:10.199863+07:00,2025-04-01 06:20:10.199863+07:00
476e2f64-a66a-4cb7-beb8-2a1a9bc7e996,da31ac55-0fcb-4dc2-8e69-364e3aab7e0f,534a0a8d-c920-4ce5-ba07-23ee65cee8e6,medical,Pet should be calm before the visit,completed,2023-08-27 17:21:25.798378+07:00,2023-08-31 21:01:10.798378+07:00,2025-04-30 06:11:10.199863+07:00,2025-05-03 15:11:10.199863+07:00
162d363d-04c1-4301-9374-8764cf52a286,65debe89-1187-4b46-94cc-f5eba97ec98d,90f8c645-608f-4326-9683-6e9b91e1c469,medical,Wear comfortable clothing for handling pet,cancelled,2025-03-12 16:14:06.798378+07:00,2025-03-15 16:48:17.798378+07:00,2025-04-19 06:37:10.199863+07:00,2025-04-20 07:37:10.199863+07:00
d2df9088-4e6c-4af9-84a3-d4d92a262b01,09e1d207-b425-4afd-a554-719abc98cc7a,f55af8ba-7b96-48c5-81f6-a5187d4c16b1,beauty,Do not bathe pet before the appointment,confirmed,2025-05-15 15:18:49.798378+07:00,2025-05-23 18:19:08.798378+07:00,2025-05-17 12:48:10.199863+07:00,2025-05-19 21:48:10.199863+07:00
edd9714a-1279-44f7-a785-e2fe796c1db0,857c7a84-2fed-453c-8705-8d6232a57c9c,7a278e2d-3850-4e08-b66b-8810c81fb30e,hotel,Monitor pet’s behavior before the appointment,pending,2024-01-12 00:32:05.798378+07:00,2024-01-17 10:57:31.798378+07:00,2025-05-14 12:36:10.199863+07:00,2025-05-17 13:36:10.199863+07:00
f9b29ca1-be30-4866-a02d-551a2e0ca95c,17189cc6-6f61-469f-84d1-b1d0cdf319a2,30e5dac2-99e4-4a74-852e-b400c2018e19,hotel,Ensure pet is not exposed to other animals prior to appointment,pending,2024-10-25 10:46:10.798378+07:00,2024-11-02 19:52:36.798378+07:00,2025-05-01 00:30:10.199863+07:00,2025-05-05 11:30:10.199863+07:00
7780f41e-7f88-44d8-b278-3cb8d34011a4,c7ae30a3-9a64-4b8e-ac90-9ac30f694f9b,2145ad6c-e3bd-4fcf-ab7e-f37f9081708b,medical,Ensure pet is not exposed to other animals prior to appointment,pending,2024-04-29 03:34:10.798378+07:00,2024-04-29 09:17:46.798378+07:00,2025-04-10 12:11:10.199863+07:00,2025-04-15 22:11:10.199863+07:00
4087d2df-a56d-4b0d-b04f-2f179c575753,95b46738-7c7a-45b3-a9eb-a5c49f459a22,d6f1a525-9ad0-4c0d-a041-5e8af5162844,beauty,Confirm appointment 24 hours in advance,completed,2024-05-22 16:03:49.798378+07:00,2024-05-22 21:44:10.798378+07:00,2025-04-04 02:10:10.199863+07:00,2025-04-08 10:10:10.199863+07:00
46f26a2f-640a-49a8-972e-de392ced7bea,4512496c-18de-4113-bf4a-30148320f042,22cfc2d6-a583-4199-a599-69af90e6be42,beauty,Monitor pet’s behavior before the appointment,confirmed,2023-06-11 00:44:10.798378+07:00,2023-06-19 02:08:52.798378+07:00,2025-03-13 18:33:10.199863+07:00,2025-03-15 04:33:10.199863+07:00
c02d41da-67d1-4c3a-879c-5e38d03a363f,2a76ce0a-8787-4d08-a099-4ec07973eb2e,d3ead0f3-f2ff-4a9d-bbae-6fedf298b34f,medical,If pet has allergies,confirmed,2024-07-04 02:54:34.798378+07:00,2024-07-11 06:44:14.798378+07:00,2025-03-15 09:25:10.199863+07:00,2025-03-19 09:25:10.199863+07:00
c2e7d7a3-96e5-4191-93bb-b9f5a5bc6e70,98b80704-616e-434a-8f4e-391c54777521,fdabea79-f3ff-4311-93b4-9976c17350f5,medical,Avoid feeding pet 4 hours prior,completed,2024-06-09 08:12:23.798378+07:00,2024-06-14 12:33:02.798378+07:00,2025-05-05 08:14:10.199863+07:00,2025-05-06 08:14:10.199863+07:00
b638d966-2303-4563-a11f-b5c34027e55f,f638cee4-7ffc-404c-9ffe-b2572bb36f60,a475c392-782c-4a95-a3d5-e0d6b81de409,medical,Wear a cone if recently treated,completed,2024-05-15 18:05:34.798378+07:00,2024-05-16 19:04:32.798378+07:00,2025-05-26 12:07:10.199863+07:00,2025-05-27 23:07:10.199863+07:00
67d17e7c-5ae0-43b1-8a20-487aff7c1563,40ba3d5a-6228-4c87-9d68-9e10b9cb718c,4d268e1f-3cdd-497c-a49c-bc6d75c3eeab,medical,Bring previous medical records,completed,2024-07-13 11:58:43.798378+07:00,2024-07-14 12:39:57.798378+07:00,2025-03-30 17:48:10.199863+07:00,2025-04-02 20:48:10.199863+07:00
8e55d103-87ca-4eb0-9298-6a6c0ee3c3ff,72cd5e1f-b4ed-417e-8fb8-540038211e72,d3b1e076-fa39-451b-978c-1ec5f2ab9e62,medical,Monitor pet’s behavior before the appointment,completed,2024-05-04 18:44:17.798378+07:00,2024-05-07 00:14:26.798378+07:00,2025-03-23 16:43:10.199863+07:00,2025-03-25 03:43:10.199863+07:00
a5c07fa3-efa3-43be-a752-cbf4b9caa1ed,98b80704-616e-434a-8f4e-391c54777521,c4c8bdaa-4ad1-44a3-b1f7-8cfb09dcd7bf,hotel,Bring any previous test results or prescriptions,pending,2025-03-24 19:47:18.798378+07:00,2025-04-01 01:55:57.798378+07:00,2025-05-29 12:26:10.199863+07:00,2025-06-01 17:26:10.199863+07:00
37801227-9e94-47f9-9ca6-017bd4c0f136,044fca10-b93d-4506-90e1-7b45da938dd7,b5f494d8-05cf-48d2-97b1-4cc74c26f9ab,beauty,Keep pet on leash or in carrier during visit,confirmed,2024-01-10 10:24:47.798378+07:00,2024-01-13 10:46:57.798378+07:00,2025-06-02 13:03:10.199863+07:00,2025-06-04 16:03:10.199863+07:00
34f8afe3-eea5-4ad4-9052-79fc6ab137e1,a9e800d9-cbc7-4a1f-a8ef-63ae9016167c,95f7dd28-b84a-4567-81c0-e53695328131,beauty,,pending,2025-03-22 21:43:56.798378+07:00,2025-03-29 22:29:51.798378+07:00,2025-04-28 15:06:10.199863+07:00,2025-05-01 16:06:10.199863+07:00
13b4b0b0-7798-47fd-9bb3-d31ac2f75164,6278525f-be5e-4638-8f91-ee2ccf2abc9c,843d6843-d4b7-4bc6-b4bd-b1178d1fe38a,beauty,Bring vaccination records,completed,2024-01-08 14:37:06.798378+07:00,2024-01-12 00:45:46.798378+07:00,2025-06-02 03:54:10.199863+07:00,2025-06-06 09:54:10.199863+07:00
80f29731-bb5b-420e-9738-a3bfdaa7e59d,55ad24f8-9c14-47c7-a80a-50bbc4ff31ee,a9f4a9ea-e300-41f2-9ec1-da286d86e81e,beauty,Follow post-appointment care instructions carefully,confirmed,2023-07-18 21:08:05.798378+07:00,2023-07-22 00:20:37.798378+07:00,2025-06-02 01:46:10.199863+07:00,2025-06-07 06:46:10.199863+07:00
cd55fec6-bcec-4831-bed1-4a2629597ad7,b7bc2bdb-1d5e-4f28-833e-bd9ff246225c,591d2afe-1b54-49b2-b807-3dfbe357b606,hotel,Bring any previous test results or prescriptions,cancelled,2025-05-17 05:29:22.798378+07:00,2025-05-22 07:04:23.798378+07:00,2025-04-01 05:47:10.199863+07:00,2025-04-06 06:47:10.199863+07:00
cfd1076e-e4e1-4531-97b6-2d4e95bf496a,365ee33b-9646-43e5-83b8-2546b5480f4c,aceaa675-8e2c-44f9-9939-dbf5998d55b3,medical,,confirmed,2023-12-07 14:08:42.798378+07:00,2023-12-17 01:54:34.798378+07:00,2025-05-03 21:30:10.199863+07:00,2025-05-04 21:30:10.199863+07:00
3bed8a17-376b-42ff-87e8-ba7271272082,e2055e4a-ae8b-4dbb-a509-b718abcce79b,8ffbf7a9-f8f8-4617-b701-0e2d1de36733,hotel,Administer medication as prescribed,confirmed,2025-01-26 03:44:03.798378+07:00,2025-01-28 14:36:50.798378+07:00,2025-03-29 23:06:10.199863+07:00,2025-04-01 04:06:10.199863+07:00
d5e2d5a5-2363-4505-9842-223cae86a3da,a04cbcb6-e33e-4a51-b11b-411e1e7f6375,6f15ac7b-e857-41ae-b67b-b176dd8cedbc,medical,Arrive 15 minutes early for paperwork,pending,2024-05-21 00:36:47.798378+07:00,2024-05-26 07:38:27.798378+07:00,2025-05-21 14:00:10.199863+07:00,2025-05-23 23:00:10.199863+07:00
757077df-91c0-4dfe-b1fd-f1ee3c83fb4f,e6a920ce-8d5f-4d93-bf7d-cfc0aa9e6b9e,3c3068a5-c174-476a-aba0-6d6d40d097ce,hotel,Ensure pet is well-hydrated before the appointment,confirmed,2024-10-31 00:15:19.798378+07:00,2024-11-07 10:28:19.798378+07:00,2025-04-05 21:53:10.199863+07:00,2025-04-07 00:53:10.199863+07:00
904c0b9e-29f2-40f5-9253-c4e3376afb85,afd766f9-c01c-4fee-a99b-0ab47c257792,ee68f715-c13b-42c8-b389-1e7eb902e3ec,hotel,Ensure pet is not exposed to other animals prior to appointment,confirmed,2023-09-19 11:36:43.798378+07:00,2023-09-25 19:02:11.798378+07:00,2025-03-14 09:02:10.199863+07:00,2025-03-17 15:02:10.199863+07:00
2797e52b-1bde-4d2c-9845-29541dfbd3d0,eaa81121-3ad8-4e8a-a9d1-6b776b93276c,b80215bc-fe1b-4781-98da-6b63b6dd2469,beauty,Bring vaccination records,pending,2025-02-12 18:46:19.798378+07:00,2025-02-17 20:10:56.798378+07:00,2025-04-19 00:40:10.199863+07:00,2025-04-23 05:40:10.199863+07:00
139a4574-57b1-44c1-928d-7c59ea93c52c,50be6af1-279d-43a2-b02b-bd77729a17d6,816d02ba-3bbf-4d46-b116-e33da7f614c9,beauty,,confirmed,2024-06-13 21:15:17.798378+07:00,2024-06-18 05:15:30.798378+07:00,2025-04-04 14:40:10.199863+07:00,2025-04-06 00:40:10.199863+07:00
02ae7829-0216-474b-8239-365880055f3d,9be4958a-37c6-4939-8143-265111a1a8c3,9028ba15-2fb3-4724-a2f6-dc3a41079583,beauty,Special care instructions provided,confirmed,2024-03-05 08:04:28.798378+07:00,2024-03-14 10:29:01.798378+07:00,2025-05-27 09:47:10.199863+07:00,2025-05-29 11:47:10.199863+07:00
4abb9cac-9953-473f-9ddd-82789b4cc27d,3d26751e-39cb-4492-a71d-a4ccf433c9ba,6b000f15-eaa0-4b50-84c5-386276863b15,medical,,pending,2024-06-05 10:34:42.798378+07:00,2024-06-08 13:57:14.798378+07:00,2025-04-04 21:04:10.199863+07:00,2025-04-08 22:04:10.199863+07:00
c8b152e1-d2b8-4efb-bd99-d568537a0c8a,d3daead7-cc5e-4fdb-91e5-9415ed53f667,b3fedd10-2923-4ed9-8bdd-5a24a3351072,beauty,Special care instructions provided,cancelled,2024-10-06 17:25:36.798378+07:00,2024-10-06 22:45:46.798378+07:00,2025-04-29 10:50:10.199863+07:00,2025-04-30 10:50:10.199863+07:00
71c5225f-1527-47ba-ad71-cfb3605c67a2,3237775a-58a8-4918-b161-69e0f7cfa512,2f239ba1-7fcb-4f5f-b53d-ca2eed2bd6ae,beauty,Follow post-appointment care instructions carefully,pending,2023-08-10 03:58:10.798378+07:00,2023-08-10 15:43:38.798378+07:00,2025-05-01 11:25:10.199863+07:00,2025-05-02 13:25:10.199863+07:00
eda05d24-bed9-4668-adcd-86f1ec3d36c6,2dd069a0-1b53-42f0-afba-3502ee82d49c,869eecfc-f289-447a-abda-c96b192d9079,medical,Ensure pet is well-hydrated before the appointment,completed,2025-01-18 06:59:52.798378+07:00,2025-01-27 09:29:54.798378+07:00,2025-04-22 03:52:10.199863+07:00,2025-04-23 03:52:10.199863+07:00
e76e7649-8d1a-4e64-b13d-73af704ca030,a69a5ad1-d278-403a-b93d-3bfb1be741f6,46a18e9b-874f-465c-9eeb-9f42b5c782de,medical,Monitor pet’s behavior before the appointment,cancelled,2024-12-01 08:02:00.798378+07:00,2024-12-01 08:44:33.798378+07:00,2025-03-14 03:25:10.199863+07:00,2025-03-17 03:25:10.199863+07:00
ce688756-0dc6-481f-a416-0c97214bd452,bdecc5ff-1be5-4e5d-98d6-eaf137bd1a1b,b8c284f0-4876-4617-b087-5fe5b9485996,medical,Avoid stress for pet before the visit,completed,2023-09-12 04:37:57.798378+07:00,2023-09-19 09:09:49.798378+07:00,2025-03-21 08:29:10.199863+07:00,2025-03-22 09:29:10.199863+07:00
cd5df17d-06b3-404f-8e59-7546561a4bb3,4f458f1e-ba8b-49a2-a502-08ba5defd30c,80e707c4-4c40-40f5-adc9-927fcae80f17,hotel,Ensure pet is well-hydrated before the appointment,pending,2024-04-18 14:22:52.798378+07:00,2024-04-23 19:34:38.798378+07:00,2025-04-15 04:39:10.199863+07:00,2025-04-19 14:39:10.199863+07:00
